segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupturetime (s),length (m),width (m)
1,165.592000,-46.312200,6350.775700,0.006550,23.500000,13.370000,181.610000,nan,5000.000000,5000.000000
1,165.649000,-46.329400,7906.544700,0.020030,23.500000,18.130000,172.640000,nan,5000.000000,5000.000000
1,165.704000,-46.346300,9769.246700,0.036710,23.500000,21.870000,171.600000,nan,5000.000000,5000.000000
1,165.759000,-46.362700,11871.709100,0.052830,23.500000,24.860000,172.360000,nan,5000.000000,5000.000000
1,165.812000,-46.378800,14167.486900,0.065820,23.500000,27.330000,174.070000,nan,5000.000000,5000.000000
1,165.864000,-46.394600,16625.729200,0.073930,23.500000,29.450000,176.560000,nan,5000.000000,5000.000000
1,165.915000,-46.410100,19227.878100,0.076220,23.500000,31.360000,179.810000,nan,5000.000000,5000.000000
1,165.965000,-46.425200,21963.444500,0.072690,23.500000,33.170000,183.960000,nan,5000.000000,5000.000000
1,166.014000,-46.440100,24828.085600,0.064320,23.500000,34.950000,189.550000,nan,5000.000000,5000.000000
1,166.062000,-46.454600,27822.026000,0.053150,23.500000,36.770000,198.000000,nan,5000.000000,5000.000000
1,166.109000,-46.468800,30947.840600,0.042430,23.500000,38.670000,212.110000,nan,5000.000000,5000.000000
1,166.155000,-46.482600,34206.857600,0.036570,23.500000,40.650000,234.000000,nan,5000.000000,5000.000000
1,166.199000,-46.496000,37600.637200,0.038250,23.500000,42.720000,257.220000,nan,5000.000000,5000.000000
1,166.242000,-46.508900,41129.865900,0.043850,23.500000,44.850000,273.350000,nan,5000.000000,5000.000000
1,166.283000,-46.521400,44791.157800,0.046130,23.500000,47.030000,283.560000,nan,5000.000000,5000.000000
1,166.323000,-46.533400,48578.584800,0.037830,23.500000,49.200000,290.160000,nan,5000.000000,5000.000000
1,166.361000,-46.544900,52485.718600,0.014540,23.500000,51.340000,264.510000,nan,5000.000000,5000.000000
1,165.617000,-46.271000,6350.775700,0.055420,23.500000,13.370000,171.340000,nan,5000.000000,5000.000000
1,165.674000,-46.288200,7906.544700,0.138280,23.500000,18.130000,166.910000,nan,5000.000000,5000.000000
1,165.730000,-46.305000,9769.246700,0.231230,23.500000,21.870000,167.100000,nan,5000.000000,5000.000000
1,165.784000,-46.321500,11871.709100,0.318810,23.500000,24.860000,168.210000,nan,5000.000000,5000.000000
1,165.838000,-46.337600,14167.486900,0.388250,23.500000,27.330000,169.850000,nan,5000.000000,5000.000000
1,165.890000,-46.353400,16625.729200,0.430200,23.500000,29.450000,171.930000,nan,5000.000000,5000.000000
1,165.941000,-46.368800,19227.878100,0.439510,23.500000,31.360000,174.430000,nan,5000.000000,5000.000000
1,165.991000,-46.384000,21963.444500,0.415880,23.500000,33.170000,177.410000,nan,5000.000000,5000.000000
